Fetch_Time,Data_Time,Latitude,Longitude,Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.63105,29.4,78,4.7,18,1004.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.65421,29.4,78,4.7,18,1004.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.67737,29.5,77,4.1,23,1004.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.70053,29.5,77,4.1,23,1004.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.72368,29.5,77,4.1,23,1005.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.74684,30.4,69,6.5,29,1004.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.77,30.4,69,6.5,29,1004.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.33,29.0,78,7.4,11,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.35316,29.0,78,7.4,11,1004.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.37632,28.9,78,9.9,11,1005.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.39947,28.9,78,9.9,11,1005.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.42263,28.9,78,9.9,11,1004.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.44579,29.0,79,9.6,11,1004.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.46895,29.0,79,9.6,11,1005.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.49211,29.0,79,9.6,11,1005.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.51526,29.0,79,9.6,11,1003.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.53842,29.2,79,7.6,13,1003.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.56158,29.2,79,7.6,13,1004.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.58474,29.2,79,7.6,13,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.60789,29.4,78,4.7,18,1004.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.63105,29.4,78,4.7,18,1004.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.65421,29.4,78,4.7,18,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.67737,29.5,77,4.1,23,1005.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.70053,29.5,77,4.1,23,1004.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.72368,29.5,77,4.1,23,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.74684,30.4,69,6.5,29,1005.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.20842,106.77,30.4,69,6.5,29,1004.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.33,29.0,78,7.4,11,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.35316,29.0,78,7.4,11,1005.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.37632,28.9,78,6.7,39,1005.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.39947,28.9,78,9.9,11,1005.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.42263,28.9,78,9.9,11,1004.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.44579,28.9,79,6.7,34,1004.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.18947,106.46895,29.0,79,9.6,11,1005.1,0
